time,0_y,13_y,14_y,17_y,37_y
39.28,342,352,353,369,340
39.32,342,351,353,368,339
39.36,341,351,353,369,339
39.4,340,351,353,369,338
39.44,339,350,353,370,337
39.48,338,349,353,370,336
39.52,338,350,357,375,336
39.56,340,352,359,377,338
39.6,341,353,357,374,340
39.64,342,353,356,373,340
39.68,341,352,355,372,339
39.72,341,352,356,373,339
39.76,341,352,359,377,339
39.8,340,352,360,378,338
39.84,339,350,360,378,337
39.88,340,351,359,377,338
39.92,340,352,358,375,338
39.96,340,351,357,375,338
40.0,340,351,358,375,338
40.04,340,351,359,376,338
40.08,340,352,361,378,339
40.12,340,352,361,378,339
40.16,340,352,361,378,339
40.2,340,352,360,377,339
40.24,339,351,356,373,337
40.28,337,349,354,370,336
40.32,334,345,350,366,332
40.36,331,342,346,362,329
40.4,329,340,344,361,327
40.44,327,339,344,361,326
40.48,326,339,343,361,325
40.52,325,337,343,359,324
40.56,323,336,343,360,322
40.6,321,333,344,361,320
40.64,321,334,344,362,319
40.68,320,332,348,365,318
40.72,319,332,346,364,318
40.76,319,331,345,363,317
40.8,319,331,345,363,318
40.84,321,333,346,364,320
40.88,321,333,345,363,320
40.92,324,336,343,360,323
40.96,325,337,343,359,325
41.0,330,341,347,363,329
41.04,336,346,353,369,335
41.08,340,351,359,375,340
41.12,344,354,365,381,343
41.16,345,356,365,382,344
41.2,347,358,368,385,346
41.24,347,358,369,386,346
41.28,348,358,367,384,346
41.32,349,359,365,381,347
41.36,348,358,365,381,346
41.4,349,360,366,383,347
41.44,350,361,368,385,348
41.48,352,363,371,388,350
41.52,351,361,375,392,349
41.56,348,359,377,394,346
41.6,348,358,375,392,345
41.64,351,361,375,392,348
41.68,352,362,376,393,349
41.72,356,365,380,396,353
41.76,356,366,381,398,354
41.8,358,367,379,396,355
41.84,360,368,378,393,357
41.88,363,371,380,395,361
41.92,366,374,383,398,364
41.96,367,376,385,401,365
42.0,364,374,387,404,363
42.04,361,371,385,402,359
42.08,359,370,385,402,358
42.12,361,371,385,402,359
42.16,363,373,379,396,361
42.2,361,372,376,393,359
42.24,359,369,374,391,357
42.28,357,367,370,386,355
42.32,354,364,367,383,352
42.36,353,363,366,382,351
42.4,354,363,366,382,352
42.44,353,363,366,382,351
42.48,352,362,365,381,350
42.52,350,361,364,380,349
42.56,349,360,363,379,347
42.6,347,358,362,379,345
42.64,346,357,364,381,344
42.68,346,357,365,383,344
42.72,346,357,363,381,344
42.76,345,356,361,378,344
42.8,346,356,360,376,344
42.84,346,356,359,375,344
42.88,346,356,358,374,344
42.92,345,356,358,374,343
42.96,346,355,357,372,344
43.0,345,355,356,370,344
43.04,346,356,356,371,344
43.08,345,355,355,370,343
43.12,345,354,355,369,343
43.16,343,353,353,368,342
43.2,342,352,353,367,341
43.24,342,351,352,366,340
43.28,341,351,351,366,339
43.32,341,350,351,365,339
43.36,340,350,351,365,339
43.4,342,351,352,366,340
43.44,342,352,353,367,341
43.48,343,353,353,367,341
43.52,343,352,353,367,341
43.56,342,352,352,366,340
43.6,341,351,351,366,340
43.64,341,350,351,365,339
43.68,340,350,350,364,338
43.72,339,349,350,364,338
43.76,339,349,349,363,337
43.8,338,348,349,363,337
43.84,338,348,348,363,336
43.88,337,347,348,362,335
43.92,336,346,347,361,334
