time,185_x
0.0,609
0.04,609
0.08,609
0.12,609
0.16,609
0.2,609
0.24,609
0.28,609
0.32,609
0.36,609
0.4,609
0.44,609
0.48,609
0.52,609
0.56,610
0.6,610
0.64,610
0.68,610
0.72,609
0.76,609
0.8,608
0.84,608
0.88,608
0.92,608
0.96,608
1.0,608
1.04,608
1.08,608
1.12,608
1.16,608
1.2,608
1.24,608
1.28,609
1.32,609
1.36,609
1.4,609
1.44,609
1.48,610
1.52,610
1.56,610
1.6,610
1.64,610
1.68,610
1.72,610
1.76,610
1.8,610
1.84,609
1.88,609
1.92,609
1.96,609
2.0,609
2.04,609
2.08,609
2.12,609
2.16,609
2.2,609
2.24,609
2.28,609
2.32,609
2.36,610
2.4,610
2.44,610
2.48,610
2.52,610
2.56,610
2.6,610
2.64,610
2.68,610
2.72,610
2.76,610
2.8,610
2.84,610
2.88,610
2.92,610
2.96,610
3.0,610
3.04,610
3.08,610
3.12,610
3.16,610
3.2,610
3.24,610
3.28,610
3.32,610
3.36,610
3.4,609
3.44,609
3.48,609
3.52,609
3.56,609
3.6,609
3.64,608
3.68,608
3.72,608
3.76,607
3.8,607
3.84,607
3.88,607
3.92,607
3.96,607
4.0,607
4.04,607
4.08,607
4.12,608
4.16,608
4.2,608
4.24,609
4.28,610
4.32,610
4.36,610
4.4,610
4.44,610
4.48,610
4.52,610
4.56,609
4.6,609
4.64,609
4.68,609
4.72,609
4.76,609
4.8,609
4.84,609
4.88,609
4.92,609
4.96,609
5.0,609
5.04,609
5.08,608
5.12,608
5.16,608
5.2,608
5.24,608
5.28,608
5.32,608
5.36,608
5.4,608
5.44,608
5.48,608
5.52,608
5.56,608
5.6,608
5.64,608
5.68,608
5.72,608
5.76,608
5.8,608
5.84,608
5.88,608
5.92,608
5.96,608
6.0,607
6.04,608
6.08,608
6.12,608
6.16,610
6.2,608
6.24,608
6.28,608
6.32,607
6.36,605
6.4,604
6.44,603
6.48,603
6.52,602
6.56,602
6.6,602
6.64,602
6.68,602
6.72,601
6.76,602
6.8,602
6.84,602
6.88,603
6.92,603
6.96,603
7.0,604
7.04,604
7.08,605
