time,13_x,13_y
6.36,634,328
6.4,634,328
6.44,633,328
6.48,633,328
6.52,632,328
6.56,632,328
6.6,632,328
6.64,632,328
6.68,632,329
6.72,632,329
6.76,632,330
6.8,632,330
6.84,632,330
6.88,633,330
6.92,632,330
6.96,633,330
7.0,633,330
7.04,633,330
7.08,634,330
7.12,634,329
7.16,634,329
7.2,635,329
7.24,635,329
7.28,635,329
7.32,636,329
7.36,636,329
7.4,636,329
7.44,637,329
7.48,637,328
7.52,637,328
7.56,637,328
7.6,637,328
7.64,637,328
7.68,637,328
7.72,637,328
7.76,637,328
7.8,637,328
7.84,637,328
7.88,637,328
7.92,637,328
7.96,636,327
8.0,636,328
8.04,636,327
8.08,635,327
8.12,635,327
8.16,635,326
8.2,635,326
8.24,634,326
8.28,634,326
8.32,634,326
8.36,634,326
8.4,634,326
8.44,634,326
8.48,634,326
8.52,635,326
8.56,634,326
8.6,635,326
8.64,634,326
8.68,634,326
8.72,635,326
8.76,635,325
8.8,635,325
8.84,635,325
8.88,635,325
8.92,635,325
8.96,635,325
9.0,635,325
9.04,635,325
9.08,635,324
9.12,635,324
9.16,635,323
9.2,636,322
9.24,636,320
9.28,636,320
9.32,636,319
9.36,636,321
9.4,635,321
9.44,635,321
9.48,635,322
9.52,635,323
9.56,635,323
9.6,634,325
9.64,634,324
9.68,635,324
9.72,635,326
9.76,635,329
9.8,635,329
9.84,635,330
9.88,635,329
9.92,634,329
9.96,633,328
10.0,633,329
10.04,633,331
10.08,632,331
10.12,632,331
10.16,632,331
10.2,632,332
10.24,632,332
10.28,632,333
10.32,633,333
10.36,632,333
10.4,633,333
10.44,633,333
10.48,633,333
10.52,633,333
10.56,632,334
10.6,633,333
10.64,632,333
10.68,632,332
10.72,633,331
10.76,633,331
10.8,633,330
10.84,634,330
10.88,633,329
10.92,633,329
10.96,633,328
11.0,634,328
11.04,634,328
11.08,634,328
11.12,634,328
11.16,635,327
11.2,635,327
11.24,636,326
11.28,636,326
11.32,635,326
11.36,635,326
11.4,636,325
11.44,636,325
11.48,637,325
11.52,637,325
11.56,637,325
11.6,637,325
11.64,637,325
11.68,637,325
11.72,637,325
11.76,637,325
11.8,636,325
11.84,636,325
11.88,636,325
11.92,635,325
11.96,635,325
12.0,635,325
12.04,634,324
12.08,634,323
12.12,634,323
12.16,634,322
12.2,634,321
12.24,634,320
12.28,634,320
12.32,633,320
12.36,634,320
12.4,633,320
12.44,633,320
12.48,634,320
12.52,634,320
12.56,634,321
12.6,634,321
12.64,635,322
12.68,636,322
12.72,636,322
12.76,637,322
12.8,637,321
12.84,638,320
12.88,638,318
12.92,638,317
12.96,636,315
13.0,635,314
13.04,633,313
13.08,631,313
13.12,631,312
13.16,630,311
13.2,630,312
13.24,629,314
13.28,629,316
13.32,628,317
13.36,627,318
13.4,627,321
13.44,626,323
13.48,626,325
13.52,626,327
13.56,627,329
13.6,627,330
13.64,628,331
13.68,628,332
13.72,628,332
13.76,628,333
13.8,628,333
13.84,628,333
13.88,628,333
13.92,627,335
13.96,627,335
14.0,629,336
14.04,631,335
14.08,631,336
14.12,633,337
14.16,635,337
14.2,638,335
14.24,639,333
14.28,641,332
14.32,643,331
14.36,643,330
14.4,644,327
14.44,644,325
14.48,645,324
14.52,645,323
14.56,644,324
14.6,643,327
14.64,642,328
14.68,641,328
14.72,638,329
14.76,639,327
14.8,640,326
14.84,638,327
14.88,637,330
14.92,637,330
14.96,636,330
15.0,635,330
15.04,634,330
15.08,635,330
15.12,634,329
15.16,635,328
15.2,635,327
15.24,635,326
15.28,635,326
15.32,634,327
15.36,634,327
15.4,634,327
15.44,633,326
15.48,633,326
15.52,634,327
15.56,634,328
15.6,634,328
15.64,633,329
15.68,633,328
15.72,634,330
15.76,634,331
15.8,634,330
15.84,635,331
15.88,635,330
15.92,635,329
15.96,635,329
16.0,635,330
16.04,635,330
16.08,634,330
16.12,634,330
16.16,633,329
16.2,633,328
16.24,633,328
16.28,632,327
16.32,633,327
16.36,633,326
16.4,633,326
16.44,633,326
16.48,633,326
16.52,632,326
16.56,633,326
16.6,633,325
16.64,633,325
16.68,634,324
16.72,634,324
16.76,634,324
16.8,633,323
16.84,633,321
16.88,633,321
16.92,633,320
16.96,633,320
17.0,633,320
17.04,633,320
17.08,633,320
17.12,632,319
17.16,632,319
17.2,632,318
17.24,632,318
17.28,632,317
17.32,631,317
17.36,631,317
17.4,631,316
17.44,632,316
17.48,632,316
17.52,632,316
17.56,632,316
17.6,632,316
17.64,633,317
17.68,632,317
17.72,632,318
17.76,633,319
17.8,634,318
17.84,636,319
17.88,637,320
17.92,637,322
17.96,638,321
18.0,639,322
18.04,637,322
18.08,637,323
18.12,637,325
18.16,637,327
18.2,636,329
18.24,637,330
18.28,637,330
18.32,637,331
18.36,637,333
18.4,637,333
18.44,637,333
18.48,637,332
18.52,635,330
18.56,635,329
18.6,635,330
18.64,635,331
18.68,634,330
18.72,634,330
18.76,633,332
18.8,632,333
18.84,631,334
18.88,631,335
18.92,629,333
18.96,629,332
19.0,630,330
19.04,630,328
19.08,628,330
19.12,627,332
19.16,627,332
19.2,627,332
19.24,627,330
19.28,627,328
19.32,627,325
19.36,626,321
19.4,626,316
19.44,625,313
19.48,625,311
19.52,624,310
19.56,622,309
19.6,621,307
19.64,620,308
19.68,621,308
19.72,621,310
19.76,623,315
19.8,624,319
19.84,624,325
19.88,623,330
19.92,623,334
19.96,622,337
20.0,622,337
20.04,622,336
20.08,623,334
20.12,624,334
20.16,625,335
20.2,625,336
20.24,625,337
20.28,626,339
20.32,626,339
20.36,627,340
20.4,628,339
20.44,628,339
20.48,629,341
20.52,630,342
20.56,630,342
20.6,630,341
20.64,629,340
20.68,630,339
20.72,629,339
20.76,628,340
20.8,627,340
20.84,628,339
20.88,629,339
20.92,629,339
20.96,629,340
21.0,629,340
21.04,629,339
21.08,630,339
21.12,630,338
21.16,630,338
21.2,629,338
21.24,630,338
21.28,630,337
21.32,630,337
21.36,630,337
21.4,630,336
21.44,629,336
21.48,630,336
21.52,630,336
21.56,631,335
21.6,631,335
21.64,632,335
21.68,631,335
21.72,631,335
21.76,631,335
21.8,631,334
21.84,631,334
21.88,631,334
21.92,631,333
21.96,630,333
22.0,630,333
22.04,630,332
22.08,630,332
22.12,630,332
22.16,630,332
22.2,629,331
22.24,630,330
22.28,630,330
22.32,630,330
22.36,630,328
22.4,630,326
22.44,629,324
22.48,629,322
22.52,629,321
22.56,631,321
22.6,634,321
22.64,637,322
22.68,640,323
22.72,642,324
22.76,643,325
22.8,641,325
22.84,640,326
22.88,638,326
22.92,637,326
22.96,634,327
23.0,633,327
23.04,630,328
23.08,629,329
23.12,629,329
23.16,629,328
23.2,630,327
23.24,629,326
23.28,628,325
23.32,628,325
23.36,628,325
23.4,626,326
23.44,626,326
23.48,626,328
23.52,628,329
23.56,629,330
23.6,631,331
23.64,633,334
23.68,634,335
23.72,635,336
23.76,634,338
23.8,634,340
23.84,634,341
23.88,632,342
23.92,631,342
23.96,630,342
24.0,628,341
24.04,628,339
24.08,627,338
24.12,626,338
24.16,627,337
24.2,628,335
24.24,628,334
24.28,627,332
24.32,627,328
24.36,627,326
24.4,627,324
24.44,628,323
24.48,629,322
24.52,632,322
24.56,634,323
24.6,635,322
24.64,635,323
24.68,635,324
24.72,635,324
24.76,632,329
24.8,633,330
24.84,632,331
24.88,631,334
24.92,632,336
24.96,633,338
25.0,634,341
25.04,633,345
25.08,632,347
25.12,631,348
25.16,632,346
25.2,630,346
25.24,631,346
25.28,631,344
25.32,630,344
25.36,630,344
25.4,630,343
25.44,631,342
25.48,630,341
25.52,629,343
25.56,629,342
25.6,628,340
25.64,627,340
25.68,628,337
25.72,628,334
25.76,628,333
25.8,627,334
25.84,627,334
25.88,628,335
25.92,629,338
25.96,630,341
26.0,630,345
26.04,630,347
26.08,630,348
26.12,629,348
26.16,629,346
26.2,630,345
26.24,630,344
26.28,630,344
26.32,630,344
26.36,630,342
26.4,630,341
26.44,630,342
26.48,630,340
26.52,629,338
26.56,628,336
26.6,627,334
26.64,626,332
26.68,626,330
26.72,623,329
26.76,620,330
26.8,619,332
26.84,619,334
26.88,620,335
26.92,622,336
26.96,622,335
27.0,623,334
27.04,624,333
27.08,625,334
27.12,626,335
27.16,628,340
27.2,629,345
27.24,628,347
27.28,628,347
27.32,628,345
27.36,628,342
27.4,629,342
27.44,629,344
27.48,628,345
27.52,628,346
27.56,628,346
27.6,627,345
27.64,626,345
27.68,626,345
27.72,626,345
27.76,625,345
27.8,624,345
27.84,624,344
27.88,624,344
27.92,624,343
27.96,624,342
28.0,624,342
28.04,625,341
28.08,625,340
28.12,625,340
28.16,625,339
28.2,625,338
28.24,625,338
28.28,626,337
28.32,626,336
28.36,626,335
28.4,626,334
28.44,626,333
28.48,628,333
28.52,628,333
28.56,628,334
28.6,629,333
28.64,630,333
28.68,629,332
28.72,629,331
28.76,630,331
28.8,630,331
28.84,630,331
28.88,630,331
28.92,631,330
28.96,631,328
29.0,632,326
29.04,632,325
29.08,632,323
29.12,632,322
29.16,632,322
29.2,632,321
29.24,632,320
29.28,632,319
29.32,632,318
29.36,631,317
29.4,630,316
29.44,628,314
29.48,628,313
29.52,628,312
29.56,629,311
29.6,629,312
29.64,629,312
29.68,629,312
29.72,629,313
29.76,628,314
29.8,627,313
29.84,627,314
29.88,626,314
29.92,624,314
29.96,624,314
30.0,623,315
30.04,623,316
30.08,623,318
30.12,622,322
30.16,622,325
30.2,620,325
30.24,616,327
30.28,613,326
30.32,611,326
30.36,612,327
30.4,615,328
30.44,620,330
30.48,623,330
30.52,625,333
30.56,627,336
30.6,629,338
30.64,630,338
30.68,633,337
30.72,635,336
30.76,636,334
30.8,633,336
30.84,629,335
30.88,627,333
30.92,624,330
30.96,622,330
31.0,622,332
31.04,621,334
31.08,621,333
31.12,621,333
31.16,621,334
31.2,621,336
31.24,621,339
31.28,620,341
31.32,619,342
31.36,619,342
31.4,619,341
31.44,619,340
31.48,621,338
31.52,621,336
31.56,621,334
31.6,620,334
31.64,620,336
31.68,619,338
31.72,617,341
31.76,616,345
31.8,617,347
31.84,618,349
31.88,620,348
31.92,621,347
31.96,622,347
32.0,623,347
32.04,624,346
32.08,624,345
32.12,624,345
32.16,624,343
32.2,622,342
32.24,619,341
32.28,618,341
32.32,617,341
32.36,617,342
32.4,618,341
32.44,618,340
32.48,619,339
32.52,618,340
32.56,618,342
32.6,619,344
32.64,619,344
32.68,620,343
32.72,620,343
32.76,620,343
32.8,621,343
32.84,621,345
32.88,621,345
32.92,621,344
32.96,621,343
33.0,621,342
33.04,621,342
33.08,621,343
33.12,620,342
33.16,620,342
33.2,620,341
33.24,620,341
33.28,620,341
33.32,620,341
33.36,620,340
33.4,621,340
33.44,621,340
33.48,621,339
33.52,621,339
33.56,621,339
33.6,621,339
33.64,622,338
33.68,622,338
33.72,621,338
33.76,622,337
33.8,622,337
33.84,622,337
33.88,622,336
33.92,622,336
33.96,622,336
34.0,622,335
34.04,622,335
34.08,622,335
34.12,623,335
34.16,623,335
34.2,623,335
34.24,623,336
34.28,623,336
34.32,623,336
34.36,623,336
34.4,623,335
34.44,623,335
34.48,623,335
34.52,624,336
34.56,625,335
34.6,626,333
34.64,626,332
34.68,626,331
34.72,625,330
34.76,626,329
34.8,627,328
34.84,628,327
34.88,630,327
34.92,631,326
34.96,633,327
35.0,633,328
35.04,633,330
35.08,633,333
35.12,632,335
35.16,632,337
35.2,630,337
35.24,629,335
35.28,628,333
35.32,628,334
35.36,627,335
35.4,627,337
35.44,627,338
35.48,627,338
35.52,626,338
35.56,625,338
35.6,625,339
35.64,624,343
35.68,624,344
35.72,623,345
35.76,623,347
35.8,623,350
35.84,623,351
35.88,622,352
35.92,621,351
35.96,621,351
36.0,621,351
36.04,621,350
36.08,621,350
36.12,621,349
36.16,620,349
36.2,620,348
36.24,620,347
36.28,621,346
36.32,622,344
36.36,622,343
36.4,622,340
36.44,621,337
36.48,620,335
36.52,618,335
36.56,617,339
36.6,618,341
36.64,619,343
36.68,618,341
36.72,618,342
36.76,617,345
36.8,619,348
36.84,620,350
36.88,622,353
36.92,624,355
36.96,626,357
37.0,628,358
37.04,629,359
37.08,630,362
37.12,630,367
37.16,628,367
37.2,628,367
37.24,627,365
37.28,626,364
37.32,624,366
37.36,622,368
37.4,620,368
37.44,620,367
37.48,619,366
37.52,619,366
37.56,619,366
37.6,620,366
37.64,619,365
37.68,620,365
37.72,620,364
37.76,621,362
37.8,620,361
37.84,621,361
37.88,621,360
37.92,621,358
37.96,621,357
38.0,623,355
38.04,623,353
38.08,622,350
38.12,622,349
38.16,622,348
38.2,622,347
38.24,622,345
38.28,623,344
38.32,624,341
38.36,625,339
38.4,626,335
38.44,626,335
38.48,626,334
38.52,625,334
38.56,620,334
38.6,614,334
38.64,610,333
38.68,608,335
38.72,607,335
38.76,607,338
38.8,608,338
38.84,608,340
38.88,608,345
38.92,609,349
38.96,610,350
39.0,612,351
39.04,612,352
39.08,612,353
39.12,612,353
39.16,613,352
39.2,613,352
39.24,613,352
39.28,613,352
39.32,613,351
39.36,613,351
39.4,611,351
39.44,610,350
39.48,610,349
39.52,611,350
39.56,610,352
39.6,610,353
39.64,609,353
39.68,609,352
39.72,610,352
39.76,609,352
39.8,610,352
39.84,610,350
39.88,611,351
39.92,612,352
39.96,615,351
40.0,617,351
40.04,618,351
40.08,619,352
40.12,619,352
40.16,619,352
40.2,617,352
40.24,617,351
40.28,614,349
40.32,612,345
40.36,610,342
40.4,610,340
40.44,610,339
40.48,611,339
40.52,613,337
40.56,614,336
40.6,615,333
40.64,617,334
40.68,618,332
40.72,620,332
40.76,621,331
40.8,621,331
40.84,622,333
40.88,624,333
40.92,627,336
40.96,630,337
41.0,633,341
41.04,635,346
41.08,635,351
41.12,634,354
41.16,631,356
41.2,629,358
41.24,625,358
41.28,622,358
41.32,619,359
41.36,617,358
41.4,615,360
41.44,611,361
41.48,608,363
41.52,607,361
41.56,607,359
41.6,607,358
41.64,606,361
41.68,607,362
41.72,607,365
41.76,609,366
41.8,613,367
41.84,616,368
41.88,619,371
41.92,622,374
41.96,623,376
42.0,622,374
42.04,622,371
42.08,622,370
42.12,624,371
42.16,623,373
42.2,622,372
42.24,622,369
42.28,622,367
42.32,623,364
42.36,622,363
42.4,621,363
42.44,621,363
42.48,621,362
42.52,622,361
42.56,622,360
42.6,621,358
42.64,621,357
42.68,621,357
42.72,622,357
42.76,622,356
42.8,622,356
42.84,622,356
42.88,621,356
42.92,622,356
42.96,622,355
43.0,621,355
43.04,622,356
43.08,621,355
43.12,621,354
43.16,622,353
43.2,622,352
43.24,622,351
43.28,621,351
43.32,621,350
43.36,620,350
43.4,620,351
43.44,620,352
43.48,621,353
43.52,621,352
43.56,621,352
43.6,622,351
43.64,622,350
43.68,623,350
43.72,623,349
43.76,623,349
43.8,623,348
43.84,622,348
43.88,622,347
43.92,623,346
