time,37_x
0.0,628
0.04,629
0.08,629
0.12,629
0.16,629
0.2,629
0.24,629
0.28,629
0.32,629
0.36,629
0.4,630
0.44,630
0.48,630
0.52,630
0.56,630
0.6,630
0.64,630
0.68,630
0.72,629
0.76,629
0.8,629
0.84,629
0.88,628
0.92,628
0.96,628
1.0,628
1.04,628
1.08,628
1.12,628
1.16,628
1.2,629
1.24,628
1.28,629
1.32,629
1.36,629
1.4,629
1.44,630
1.48,629
1.52,630
1.56,630
1.6,630
1.64,630
1.68,629
1.72,629
1.76,629
1.8,629
1.84,629
1.88,629
1.92,628
1.96,628
2.0,628
2.04,628
2.08,628
2.12,628
2.16,628
2.2,628
2.24,628
2.28,628
2.32,629
2.36,629
2.4,629
2.44,629
2.48,629
2.52,629
2.56,629
2.6,629
2.64,629
2.68,629
2.72,629
2.76,629
2.8,629
2.84,629
2.88,629
2.92,629
2.96,629
3.0,629
3.04,629
3.08,629
3.12,629
3.16,629
3.2,629
3.24,629
3.28,629
3.32,629
3.36,628
3.4,628
3.44,628
3.48,629
3.52,629
3.56,628
3.6,628
3.64,628
3.68,627
3.72,628
3.76,627
3.8,626
3.84,627
3.88,626
3.92,626
3.96,627
4.0,626
4.04,627
4.08,627
4.12,627
4.16,627
4.2,627
4.24,628
4.28,629
4.32,629
4.36,629
4.4,629
4.44,629
4.48,629
4.52,629
4.56,629
4.6,629
4.64,629
4.68,629
4.72,629
4.76,629
4.8,629
4.84,629
4.88,629
4.92,629
4.96,628
5.0,628
5.04,628
5.08,628
5.12,628
5.16,627
5.2,627
5.24,627
5.28,627
5.32,627
5.36,627
5.4,627
5.44,628
5.48,628
5.52,628
5.56,628
5.6,627
5.64,627
5.68,627
5.72,627
5.76,627
5.8,627
5.84,627
5.88,627
5.92,627
5.96,626
6.0,626
6.04,626
6.08,626
6.12,627
6.16,627
6.2,627
6.24,627
6.28,626
6.32,625
6.36,624
6.4,624
6.44,623
6.48,622
6.52,622
6.56,622
6.6,622
6.64,622
6.68,622
6.72,621
6.76,622
6.8,622
