time,17_x
0.0,637
0.04,639
0.08,639
0.12,639
0.16,639
0.2,639
0.24,639
0.28,639
0.32,639
0.36,639
0.4,640
0.44,640
0.48,640
0.52,640
0.56,640
0.6,640
0.64,640
0.68,640
0.72,639
0.76,640
0.8,639
0.84,639
0.88,639
0.92,638
0.96,639
1.0,638
1.04,638
1.08,638
1.12,639
1.16,639
1.2,639
1.24,639
1.28,639
1.32,639
1.36,640
1.4,640
1.44,640
1.48,640
1.52,640
1.56,640
1.6,640
1.64,640
1.68,640
1.72,640
1.76,640
1.8,639
1.84,639
1.88,639
1.92,639
1.96,639
2.0,639
2.04,639
2.08,638
2.12,638
2.16,638
2.2,639
2.24,639
2.28,639
2.32,639
2.36,639
2.4,640
2.44,640
2.48,640
2.52,640
2.56,640
2.6,640
2.64,639
2.68,639
2.72,640
2.76,640
2.8,640
2.84,640
2.88,640
2.92,640
2.96,640
3.0,640
3.04,640
3.08,640
3.12,640
3.16,640
3.2,640
3.24,639
3.28,639
3.32,639
3.36,639
3.4,639
3.44,639
3.48,640
3.52,640
3.56,639
3.6,639
3.64,639
3.68,639
3.72,639
3.76,638
3.8,638
3.84,638
3.88,638
3.92,638
3.96,638
4.0,638
4.04,638
4.08,638
4.12,638
4.16,639
4.2,638
4.24,639
4.28,640
4.32,640
4.36,640
4.4,640
4.44,640
4.48,640
4.52,640
4.56,640
4.6,640
4.64,640
4.68,640
4.72,640
4.76,640
4.8,640
4.84,640
4.88,640
4.92,640
4.96,639
5.0,639
5.04,639
5.08,639
5.12,639
5.16,638
5.2,638
5.24,638
5.28,638
5.32,638
5.36,638
5.4,638
5.44,638
5.48,638
5.52,638
5.56,638
5.6,638
5.64,638
5.68,638
5.72,638
5.76,638
5.8,638
5.84,638
5.88,638
5.92,638
5.96,637
6.0,637
6.04,637
6.08,638
6.12,638
6.16,639
6.2,638
6.24,638
6.28,637
6.32,636
6.36,635
6.4,635
6.44,635
6.48,634
6.52,633
6.56,633
6.6,633
6.64,633
6.68,633
6.72,633
6.76,633
6.8,633
6.84,634
6.88,634
6.92,633
6.96,634
7.0,634
7.04,634
7.08,635
7.12,635
7.16,636
7.2,636
7.24,636
7.28,637
7.32,637
7.36,637
7.4,638
7.44,638
7.48,638
7.52,638
7.56,638
7.6,638
7.64,638
7.68,638
7.72,638
7.76,638
7.8,638
7.84,638
7.88,638
7.92,638
7.96,638
8.0,638
8.04,637
8.08,636
8.12,636
8.16,636
8.2,636
8.24,635
8.28,635
8.32,635
8.36,635
8.4,635
8.44,635
8.48,635
8.52,636
8.56,636
8.6,636
8.64,635
8.68,635
8.72,636
8.76,636
8.8,636
8.84,636
8.88,636
8.92,636
8.96,636
9.0,636
9.04,636
9.08,636
9.12,637
9.16,636
9.2,637
9.24,637
9.28,638
9.32,637
9.36,637
9.4,637
9.44,636
9.48,637
9.52,637
9.56,637
9.6,636
9.64,636
9.68,636
9.72,637
9.76,637
9.8,637
9.84,636
9.88,636
9.92,635
9.96,634
10.0,634
10.04,634
10.08,634
10.12,633
10.16,633
10.2,633
10.24,634
10.28,634
10.32,634
10.36,634
10.4,634
10.44,634
10.48,635
10.52,634
10.56,634
10.6,634
10.64,633
10.68,633
10.72,634
10.76,633
10.8,634
10.84,635
10.88,634
10.92,634
10.96,634
11.0,635
11.04,635
11.08,635
11.12,635
11.16,636
11.2,636
11.24,636
11.28,637
11.32,636
11.36,636
11.4,637
11.44,637
11.48,638
11.52,638
11.56,638
11.6,638
11.64,638
11.68,638
11.72,638
11.76,638
11.8,637
11.84,637
11.88,637
11.92,636
11.96,636
12.0,636
12.04,635
12.08,635
12.12,635
12.16,635
12.2,635
12.24,635
12.28,635
12.32,634
12.36,635
12.4,634
12.44,634
12.48,635
12.52,635
12.56,635
12.6,635
12.64,636
12.68,637
12.72,637
12.76,638
12.8,638
12.84,639
12.88,639
12.92,639
12.96,637
13.0,636
13.04,633
13.08,632
13.12,632
13.16,631
13.2,632
13.24,630
13.28,631
13.32,629
13.36,628
