time,0_x,13_x,14_x,17_x,37_x
39.32,612,613,613,613,601
39.36,612,613,613,613,602
39.4,610,611,611,611,600
39.44,609,610,611,611,600
39.48,609,610,610,611,600
39.52,610,611,611,611,601
39.56,610,610,611,611,600
39.6,610,610,611,610,600
39.64,608,609,609,609,599
39.68,608,609,609,609,599
39.72,609,610,610,610,599
39.76,608,609,609,609,598
39.8,610,610,611,611,600
39.84,609,610,610,610,599
39.88,610,611,611,611,601
39.92,611,612,613,613,602
39.96,614,615,615,615,604
40.0,616,617,618,618,607
40.04,617,618,619,619,608
40.08,618,619,620,620,609
40.12,619,619,620,620,609
40.16,618,619,619,620,609
40.2,617,617,618,618,607
40.24,616,617,617,617,606
40.28,613,614,615,615,604
40.32,612,612,613,613,602
40.36,609,610,610,610,600
40.4,609,610,610,610,600
40.44,609,610,610,610,600
40.48,610,611,611,611,601
40.52,612,613,613,613,602
40.56,613,614,614,614,604
40.6,614,615,615,615,604
40.64,616,617,617,617,606
40.68,618,618,619,619,607
40.72,620,620,621,621,609
40.76,620,621,621,622,610
40.8,621,621,622,622,610
40.84,621,622,623,624,611
40.88,623,624,625,626,613
40.92,626,627,628,629,616
40.96,629,630,630,631,619
41.0,632,633,633,635,622
41.04,634,635,636,637,625
41.08,635,635,636,637,625
41.12,634,634,635,636,625
41.16,631,631,632,633,621
41.2,629,629,630,631,619
41.24,625,625,626,627,615
41.28,622,622,622,623,611
41.32,618,619,619,620,608
41.36,617,617,618,618,607
41.4,614,615,615,615,604
41.44,610,611,611,611,601
41.48,607,608,608,608,597
41.52,606,607,607,607,596
41.56,606,607,607,607,596
41.6,606,607,607,607,595
41.64,606,606,606,606,595
41.68,607,607,607,607,596
41.72,606,607,607,606,595
41.76,608,609,609,609,597
41.8,612,613,613,613,601
41.84,615,616,616,616,604
41.88,618,619,619,619,607
41.92,621,622,622,622,610
41.96,622,623,623,623,611
42.0,622,622,623,623,611
42.04,622,622,622,623,611
42.08,622,622,622,623,611
42.12,623,624,624,624,613
42.16,623,623,623,624,613
42.2,622,622,623,623,611
42.24,622,622,623,623,612
42.28,622,622,623,623,611
42.32,622,623,623,623,611
42.36,621,622,622,622,611
42.4,621,621,622,622,610
42.44,621,621,622,622,610
42.48,621,621,622,622,610
42.52,621,622,622,622,610
42.56,621,622,622,622,610
42.6,620,621,621,621,610
42.64,620,621,621,622,610
42.68,620,621,621,622,610
42.72,621,622,622,623,611
42.76,621,622,622,623,611
42.8,621,622,622,623,611
42.84,621,622,622,622,610
42.88,620,621,622,622,610
42.92,621,622,622,623,610
42.96,621,622,622,623,610
43.0,620,621,621,622,610
43.04,621,622,622,622,610
43.08,621,621,622,622,610
43.12,620,621,622,622,610
43.16,621,622,622,623,610
43.2,621,622,622,623,610
43.24,621,622,622,623,610
43.28,620,621,622,622,610
43.32,620,621,621,622,609
43.36,619,620,621,621,609
43.4,619,620,620,621,608
43.44,619,620,620,621,609
43.48,620,621,621,622,610
43.52,620,621,621,622,610
43.56,620,621,622,622,610
43.6,621,622,622,622,610
43.64,621,622,623,623,611
43.68,622,623,623,624,612
43.72,622,623,623,624,612
43.76,622,623,623,624,611
43.8,622,623,623,624,611
43.84,621,622,623,623,611
43.88,622,622,623,623,611
43.92,622,623,623,623,612
