time,191_x
0.0,615
0.04,615
0.08,615
0.12,615
0.16,614
0.2,615
0.24,615
0.28,615
0.32,615
0.36,615
0.4,615
0.44,615
0.48,615
0.52,615
0.56,616
0.6,616
0.64,616
0.68,616
0.72,615
0.76,615
0.8,615
0.84,614
0.88,614
0.92,614
0.96,614
1.0,614
1.04,614
1.08,614
1.12,614
1.16,614
1.2,614
1.24,615
1.28,615
1.32,615
1.36,615
1.4,615
1.44,615
1.48,616
1.52,616
1.56,616
1.6,616
1.64,616
1.68,616
1.72,616
1.76,616
1.8,616
1.84,615
1.88,615
1.92,615
1.96,615
2.0,615
2.04,615
2.08,615
2.12,615
2.16,615
2.2,615
2.24,615
2.28,615
2.32,615
2.36,615
2.4,616
2.44,616
2.48,616
2.52,616
2.56,616
2.6,616
2.64,616
2.68,616
2.72,616
2.76,616
2.8,616
2.84,616
2.88,616
2.92,616
2.96,616
3.0,616
3.04,616
3.08,616
3.12,616
3.16,616
3.2,616
3.24,616
3.28,616
3.32,617
3.36,617
3.4,616
3.44,616
3.48,615
3.52,615
3.56,615
3.6,615
3.64,615
3.68,614
3.72,614
3.76,614
3.8,613
3.84,614
3.88,613
3.92,613
3.96,613
4.0,613
4.04,613
4.08,614
4.12,614
4.16,614
4.2,615
4.24,615
4.28,616
4.32,616
4.36,616
4.4,616
4.44,616
4.48,615
4.52,615
4.56,615
4.6,615
4.64,615
4.68,615
4.72,615
4.76,615
4.8,615
4.84,615
4.88,615
4.92,615
4.96,615
5.0,615
5.04,615
5.08,614
5.12,614
5.16,614
5.2,614
5.24,614
5.28,614
5.32,614
5.36,614
5.4,614
5.44,614
5.48,614
5.52,614
5.56,614
5.6,614
5.64,614
5.68,614
5.72,614
5.76,614
5.8,614
5.84,614
5.88,614
5.92,614
5.96,614
6.0,614
6.04,615
6.08,615
6.12,615
6.16,617
6.2,615
6.24,614
6.28,614
6.32,614
6.36,612
6.4,611
6.44,610
6.48,609
6.52,609
6.56,609
6.6,609
6.64,609
6.68,608
6.72,608
6.76,608
6.8,609
6.84,609
6.88,610
6.92,609
6.96,610
7.0,610
7.04,610
7.08,611
7.12,612
7.16,612
7.2,613
7.24,613
7.28,613
7.32,613
7.36,613
7.4,614
7.44,614
7.48,614
7.52,614
7.56,614
7.6,614
7.64,614
7.68,614
7.72,614
7.76,614
7.8,614
7.84,614
7.88,613
7.92,614
7.96,613
8.0,614
8.04,613
8.08,613
8.12,612
8.16,612
8.2,612
8.24,612
8.28,612
8.32,612
8.36,612
8.4,612
8.44,612
8.48,612
8.52,612
8.56,612
8.6,612
8.64,612
8.68,612
8.72,612
8.76,612
8.8,612
8.84,612
8.88,612
8.92,613
8.96,613
9.0,613
9.04,613
9.08,613
9.12,613
9.16,613
9.2,614
9.24,613
9.28,613
9.32,613
9.36,613
9.4,613
9.44,613
9.48,613
9.52,613
9.56,613
9.6,613
9.64,613
9.68,614
9.72,614
9.76,613
9.8,612
9.84,612
9.88,612
9.92,611
9.96,610
10.0,610
10.04,610
10.08,609
10.12,609
10.16,608
10.2,608
10.24,608
10.28,609
