time,37_y
0.0,309
0.04,308
0.08,308
0.12,308
0.16,307
0.2,307
0.24,307
0.28,307
0.32,307
0.36,307
0.4,307
0.44,308
0.48,308
0.52,307
0.56,307
0.6,306
0.64,306
0.68,305
0.72,306
0.76,305
0.8,304
0.84,304
0.88,304
0.92,304
0.96,304
1.0,304
1.04,304
1.08,305
1.12,305
1.16,305
1.2,305
1.24,305
1.28,305
1.32,306
1.36,306
1.4,306
1.44,306
1.48,306
1.52,306
1.56,307
1.6,307
1.64,307
1.68,308
1.72,308
1.76,308
1.8,308
1.84,308
1.88,308
1.92,308
1.96,308
2.0,308
2.04,308
2.08,308
2.12,308
2.16,308
2.2,308
2.24,308
2.28,308
2.32,308
2.36,309
2.4,309
2.44,308
2.48,309
2.52,308
2.56,308
2.6,308
2.64,308
2.68,308
2.72,308
2.76,308
2.8,308
2.84,308
2.88,308
2.92,308
2.96,308
3.0,308
3.04,308
3.08,308
3.12,308
3.16,308
3.2,308
3.24,308
3.28,308
3.32,307
3.36,307
3.4,307
3.44,309
3.48,311
3.52,312
3.56,313
3.6,313
3.64,315
3.68,315
3.72,315
3.76,314
3.8,314
3.84,314
3.88,315
3.92,315
3.96,315
4.0,314
4.04,314
4.08,314
4.12,314
4.16,314
4.2,314
4.24,314
4.28,314
4.32,314
4.36,314
4.4,314
4.44,314
4.48,314
4.52,314
4.56,314
4.6,314
4.64,314
4.68,314
4.72,314
4.76,314
4.8,314
4.84,315
4.88,315
4.92,314
4.96,314
5.0,314
5.04,314
5.08,314
5.12,314
5.16,314
5.2,314
5.24,314
5.28,314
5.32,314
5.36,314
5.4,314
5.44,315
5.48,315
5.52,315
5.56,315
5.6,315
5.64,314
5.68,314
5.72,314
5.76,314
5.8,314
5.84,314
5.88,314
5.92,314
5.96,312
6.0,311
6.04,310
6.08,310
6.12,313
6.16,316
6.2,321
6.24,322
6.28,321
6.32,318
6.36,317
6.4,318
6.44,319
6.48,319
6.52,318
6.56,318
6.6,318
6.64,318
6.68,319
6.72,319
6.76,319
6.8,320
6.84,320
6.88,320
6.92,320
6.96,320
7.0,320
7.04,320
