time,311_x
0.0,649
0.04,651
0.08,651
0.12,651
0.16,651
0.2,651
0.24,651
0.28,651
0.32,651
0.36,651
0.4,652
0.44,652
0.48,652
0.52,652
0.56,652
0.6,652
0.64,652
0.68,653
0.72,651
0.76,651
0.8,651
0.84,651
0.88,651
0.92,650
0.96,651
1.0,650
1.04,650
1.08,650
1.12,650
1.16,651
1.2,651
1.24,651
1.28,651
1.32,651
1.36,652
1.4,652
1.44,652
1.48,652
1.52,652
1.56,652
1.6,652
1.64,652
1.68,651
1.72,652
1.76,651
1.8,651
1.84,651
1.88,651
1.92,651
1.96,651
2.0,651
2.04,650
2.08,650
2.12,650
2.16,650
2.2,650
2.24,650
2.28,651
2.32,651
2.36,651
2.4,651
2.44,651
2.48,651
2.52,651
2.56,651
2.6,651
2.64,651
2.68,651
2.72,651
2.76,651
2.8,651
2.84,651
2.88,651
2.92,652
2.96,651
3.0,651
3.04,651
3.08,651
3.12,651
3.16,651
3.2,651
3.24,651
3.28,651
3.32,650
3.36,650
3.4,650
3.44,650
3.48,652
3.52,652
3.56,651
3.6,651
3.64,650
3.68,650
3.72,651
3.76,649
3.8,649
3.84,649
3.88,649
3.92,649
3.96,649
4.0,649
4.04,649
4.08,650
4.12,650
4.16,650
4.2,649
4.24,650
4.28,651
4.32,651
4.36,651
4.4,651
4.44,651
4.48,651
4.52,651
4.56,651
4.6,651
4.64,651
4.68,651
4.72,651
4.76,651
4.8,651
4.84,651
4.88,651
4.92,651
4.96,651
5.0,650
5.04,650
5.08,650
5.12,650
5.16,649
5.2,649
5.24,649
5.28,649
5.32,649
5.36,649
5.4,649
5.44,650
5.48,650
5.52,650
5.56,650
5.6,649
5.64,649
5.68,649
5.72,649
5.76,649
5.8,649
5.84,649
5.88,649
5.92,648
5.96,648
6.0,648
6.04,648
6.08,648
6.12,649
6.16,648
6.2,649
6.24,648
6.28,648
6.32,646
6.36,646
6.4,647
6.44,647
6.48,646
6.52,645
6.56,645
6.6,645
6.64,645
6.68,645
6.72,645
6.76,645
6.8,645
6.84,646
6.88,646
6.92,645
6.96,646
7.0,645
7.04,646
7.08,646
7.12,647
7.16,647
7.2,647
7.24,648
7.28,648
7.32,648
7.36,649
7.4,649
7.44,649
7.48,649
7.52,650
7.56,650
7.6,650
7.64,650
7.68,650
7.72,650
7.76,650
7.8,650
7.84,649
7.88,649
7.92,649
7.96,649
8.0,649
8.04,649
8.08,648
8.12,648
8.16,648
8.2,647
8.24,647
8.28,647
8.32,647
8.36,647
8.4,647
8.44,647
8.48,647
8.52,647
8.56,647
8.6,647
8.64,647
8.68,647
8.72,647
8.76,647
8.8,647
8.84,647
8.88,647
8.92,648
8.96,648
9.0,648
9.04,648
9.08,648
9.12,648
9.16,648
9.2,648
9.24,649
9.28,649
9.32,649
9.36,649
9.4,648
9.44,648
9.48,648
9.52,648
9.56,647
9.6,647
9.64,647
9.68,647
9.72,648
9.76,648
9.8,649
9.84,649
9.88,648
9.92,648
9.96,647
10.0,646
10.04,646
10.08,646
10.12,646
10.16,646
10.2,646
10.24,646
10.28,646
10.32,646
10.36,646
10.4,646
10.44,647
10.48,646
10.52,646
10.56,646
10.6,646
10.64,646
10.68,646
10.72,646
10.76,646
10.8,647
10.84,647
10.88,647
10.92,647
10.96,648
11.0,648
11.04,648
11.08,648
11.12,648
11.16,648
11.2,648
11.24,648
11.28,648
11.32,648
11.36,648
11.4,648
11.44,649
11.48,650
11.52,650
11.56,649
11.6,650
11.64,650
11.68,650
11.72,649
11.76,649
11.8,649
11.84,649
11.88,649
11.92,648
11.96,648
12.0,648
12.04,647
12.08,647
12.12,647
12.16,647
12.2,646
12.24,647
12.28,647
12.32,646
12.36,646
12.4,646
12.44,646
12.48,646
12.52,647
12.56,647
12.6,647
12.64,648
12.68,649
12.72,649
12.76,650
12.8,650
12.84,651
12.88,651
12.92,651
12.96,649
13.0,648
13.04,645
13.08,644
13.12,642
13.16,642
13.2,642
13.24,641
13.28,640
13.32,639
13.36,638
13.4,638
13.44,637
13.48,637
13.52,637
13.56,638
13.6,638
13.64,639
13.68,639
13.72,639
13.76,639
13.8,639
13.84,639
13.88,639
13.92,638
13.96,639
14.0,641
14.04,645
14.08,645
14.12,647
14.16,649
14.2,650
14.24,651
14.28,653
14.32,654
14.36,654
14.4,655
14.44,656
14.48,656
14.52,656
14.56,656
14.6,655
14.64,654
14.68,653
14.72,651
14.76,652
14.8,652
14.84,651
14.88,650
14.92,651
14.96,650
15.0,648
15.04,647
15.08,647
15.12,647
15.16,648
15.2,648
15.24,648
15.28,649
15.32,648
15.36,646
15.4,646
15.44,646
15.48,646
15.52,646
15.56,646
15.6,646
15.64,645
15.68,645
15.72,646
15.76,647
15.8,647
15.84,648
15.88,649
15.92,649
15.96,649
16.0,649
16.04,649
16.08,648
16.12,648
16.16,647
16.2,647
16.24,647
16.28,646
16.32,647
16.36,647
16.4,647
16.44,647
16.48,647
16.52,646
16.56,646
16.6,647
16.64,646
16.68,647
16.72,647
16.76,647
16.8,647
16.84,646
16.88,646
16.92,646
16.96,646
17.0,646
17.04,646
17.08,646
17.12,646
17.16,646
17.2,645
17.24,645
17.28,645
17.32,645
17.36,645
17.4,645
17.44,645
17.48,645
17.52,645
17.56,645
17.6,646
17.64,646
17.68,646
17.72,645
17.76,645
17.8,646
17.84,648
17.88,650
17.92,650
17.96,652
18.0,652
18.04,651
18.08,650
18.12,650
18.16,650
18.2,650
18.24,650
18.28,651
18.32,650
18.36,650
18.4,651
18.44,650
18.48,650
18.52,648
18.56,647
18.6,648
18.64,648
18.68,647
18.72,646
18.76,645
18.8,643
18.84,642
18.88,642
18.92,640
18.96,640
19.0,641
19.04,642
19.08,640
19.12,639
19.16,640
19.2,640
19.24,640
19.28,641
19.32,640
19.36,641
19.4,640
19.44,640
19.48,639
19.52,638
19.56,636
19.6,635
19.64,634
19.68,635
19.72,636
19.76,638
19.8,638
19.84,637
19.88,636
19.92,636
19.96,635
20.0,634
20.04,635
20.08,636
20.12,636
20.16,638
20.2,637
20.24,638
20.28,639
20.32,639
20.36,640
20.4,642
20.44,642
20.48,643
20.52,643
20.56,644
20.6,644
20.64,643
20.68,643
20.72,642
20.76,641
20.8,640
20.84,640
20.88,641
20.92,642
20.96,643
21.0,643
21.04,643
21.08,643
21.12,643
21.16,643
21.2,643
21.24,644
21.28,644
21.32,644
21.36,644
21.4,644
21.44,644
21.48,644
21.52,644
21.56,645
21.6,645
21.64,645
21.68,645
21.72,645
21.76,645
21.8,645
21.84,644
21.88,644
21.92,644
21.96,644
22.0,644
22.04,644
22.08,644
22.12,643
22.16,643
22.2,643
22.24,643
22.28,643
22.32,644
22.36,644
22.4,643
22.44,643
22.48,643
22.52,643
22.56,645
22.6,646
22.64,649
22.68,652
22.72,654
22.76,654
22.8,653
22.84,651
22.88,650
22.92,648
22.96,646
23.0,645
23.04,643
23.08,642
23.12,642
23.16,642
23.2,644
23.24,644
23.28,643
23.32,642
23.36,642
23.4,639
23.44,639
23.48,638
23.52,640
23.56,641
23.6,644
23.64,646
23.68,647
23.72,648
23.76,647
23.8,647
23.84,646
23.88,645
23.92,644
23.96,642
24.0,641
24.04,642
24.08,641
24.12,640
24.16,641
24.2,642
24.24,642
24.28,642
24.32,641
24.36,641
24.4,642
