time,81_x
0.0,625
0.04,625
0.08,625
0.12,625
0.16,625
0.2,625
0.24,625
0.28,625
0.32,625
0.36,626
0.4,626
0.44,626
0.48,626
0.52,626
0.56,626
0.6,626
0.64,626
0.68,626
0.72,625
0.76,625
0.8,625
0.84,625
0.88,625
0.92,624
0.96,625
1.0,624
1.04,624
1.08,624
1.12,624
1.16,624
1.2,625
1.24,625
1.28,625
1.32,625
1.36,625
1.4,626
1.44,626
1.48,626
1.52,626
1.56,626
1.6,626
1.64,626
1.68,626
1.72,626
1.76,626
1.8,626
1.84,625
1.88,625
1.92,625
1.96,625
2.0,625
2.04,625
2.08,624
2.12,624
2.16,624
2.2,625
2.24,625
2.28,625
2.32,625
2.36,625
2.4,626
2.44,626
2.48,626
2.52,626
2.56,626
2.6,625
2.64,625
2.68,625
2.72,626
2.76,625
2.8,626
2.84,626
2.88,626
2.92,626
2.96,626
3.0,626
3.04,626
3.08,626
3.12,626
3.16,626
3.2,625
3.24,625
3.28,626
3.32,626
3.36,626
3.4,625
3.44,625
3.48,626
3.52,625
3.56,625
3.6,625
3.64,625
3.68,624
3.72,624
3.76,623
3.8,623
3.84,623
3.88,623
3.92,623
3.96,623
4.0,623
4.04,623
4.08,624
4.12,624
4.16,624
4.2,624
4.24,625
4.28,626
4.32,626
4.36,626
4.4,626
4.44,626
4.48,626
4.52,626
4.56,625
4.6,625
4.64,625
4.68,625
4.72,625
4.76,625
4.8,625
4.84,625
4.88,625
4.92,625
4.96,625
5.0,625
5.04,625
5.08,624
5.12,624
5.16,624
5.2,624
5.24,624
5.28,624
5.32,624
5.36,624
5.4,624
5.44,624
5.48,624
5.52,624
5.56,624
5.6,624
5.64,624
5.68,624
5.72,624
5.76,624
5.8,624
5.84,624
5.88,624
5.92,623
5.96,623
6.0,623
6.04,623
6.08,623
6.12,624
6.16,625
6.2,624
6.24,624
6.28,624
6.32,622
6.36,621
6.4,620
6.44,620
6.48,619
6.52,618
6.56,618
6.6,619
6.64,618
6.68,618
6.72,618
6.76,618
6.8,618
6.84,619
6.88,619
6.92,619
6.96,619
7.0,620
7.04,620
7.08,621
7.12,621
7.16,622
7.2,622
7.24,622
7.28,623
7.32,623
7.36,623
7.4,624
7.44,624
7.48,624
7.52,624
7.56,624
7.6,624
7.64,624
7.68,624
7.72,624
7.76,624
7.8,624
7.84,624
7.88,624
7.92,624
7.96,623
8.0,624
8.04,623
8.08,622
8.12,622
8.16,622
8.2,622
8.24,622
8.28,621
8.32,621
8.36,621
8.4,622
8.44,622
8.48,622
8.52,622
8.56,622
8.6,622
8.64,622
8.68,622
8.72,622
8.76,622
8.8,622
8.84,622
8.88,622
8.92,622
8.96,622
9.0,622
9.04,623
9.08,623
9.12,623
9.16,622
9.2,623
9.24,623
9.28,623
9.32,622
9.36,622
9.4,622
9.44,622
9.48,622
9.52,622
9.56,622
9.6,622
9.64,622
9.68,622
9.72,623
9.76,622
9.8,622
9.84,621
9.88,621
9.92,620
9.96,620
10.0,620
10.04,620
10.08,619
10.12,618
10.16,618
10.2,618
10.24,618
10.28,618
10.32,619
10.36,619
10.4,619
10.44,619
10.48,619
10.52,620
10.56,620
10.6,620
10.64,619
10.68,619
10.72,619
10.76,619
10.8,620
10.84,620
10.88,619
10.92,619
10.96,619
11.0,619
11.04,619
11.08,620
11.12,620
11.16,621
11.2,622
11.24,623
11.28,623
11.32,623
11.36,623
11.4,623
11.44,623
11.48,624
11.52,624
11.56,624
11.6,624
11.64,624
11.68,624
11.72,624
11.76,624
11.8,624
11.84,623
11.88,623
11.92,622
11.96,622
12.0,622
12.04,622
12.08,622
12.12,621
12.16,621
12.2,621
12.24,621
12.28,621
12.32,621
12.36,621
12.4,621
12.44,621
12.48,621
12.52,621
12.56,621
12.6,622
12.64,622
12.68,623
12.72,624
12.76,624
12.8,625
12.84,625
12.88,625
12.92,625
12.96,624
13.0,623
13.04,621
13.08,620
13.12,620
13.16,619
13.2,619
13.24,618
13.28,619
13.32,618
13.36,617
13.4,616
13.44,616
13.48,616
13.52,615
13.56,617
13.6,617
13.64,618
13.68,618
13.72,618
13.76,618
13.8,618
13.84,618
13.88,617
13.92,616
13.96,616
14.0,617
14.04,618
14.08,619
14.12,620
14.16,623
14.2,626
14.24,628
14.28,630
14.32,632
14.36,632
14.4,632
14.44,633
14.48,633
14.52,633
14.56,632
14.6,631
14.64,628
14.68,627
14.72,625
14.76,626
14.8,625
14.84,624
14.88,624
14.92,624
14.96,622
15.0,622
15.04,621
15.08,622
15.12,620
15.16,621
15.2,621
15.24,621
15.28,621
15.32,620
15.36,620
15.4,621
15.44,620
15.48,620
15.52,621
15.56,621
15.6,621
15.64,621
15.68,621
15.72,621
15.76,622
15.8,621
15.84,621
15.88,621
15.92,620
15.96,620
16.0,620
16.04,621
16.08,620
16.12,620
16.16,620
16.2,619
16.24,619
16.28,619
16.32,619
16.36,618
16.4,619
16.44,619
16.48,619
16.52,619
16.56,620
16.6,620
16.64,620
16.68,621
16.72,621
16.76,621
16.8,620
16.84,620
16.88,620
16.92,620
16.96,620
17.0,619
17.04,620
17.08,619
17.12,619
17.16,619
17.2,619
17.24,619
17.28,619
17.32,618
17.36,618
17.4,618
17.44,619
17.48,619
17.52,619
17.56,619
17.6,619
17.64,619
17.68,619
17.72,620
17.76,620
17.8,621
17.84,622
17.88,623
17.92,624
17.96,624
18.0,624
18.04,623
18.08,622
18.12,622
18.16,622
18.2,622
18.24,622
18.28,623
18.32,623
18.36,624
18.4,624
18.44,625
18.48,624
18.52,623
18.56,623
18.6,622
18.64,622
18.68,622
18.72,622
18.76,621
18.8,621
18.84,620
18.88,620
18.92,618
18.96,618
19.0,619
19.04,619
19.08,616
19.12,615
19.16,614
19.2,614
19.24,614
19.28,614
19.32,613
19.36,612
19.4,612
19.44,612
19.48,612
19.52,611
19.56,609
19.6,608
19.64,607
19.68,607
19.72,608
19.76,609
19.8,611
19.84,612
19.88,611
19.92,611
19.96,610
20.0,611
20.04,611
20.08,611
20.12,612
20.16,612
20.2,613
20.24,612
20.28,613
20.32,614
20.36,614
20.4,615
20.44,615
20.48,616
20.52,616
20.56,616
20.6,617
20.64,616
20.68,617
20.72,616
20.76,616
20.8,616
20.84,617
20.88,617
20.92,617
20.96,617
21.0,616
21.04,616
21.08,616
21.12,617
21.16,617
21.2,616
21.24,616
21.28,616
21.32,616
21.36,616
21.4,616
21.44,616
21.48,616
21.52,617
21.56,618
21.6,618
21.64,618
21.68,618
21.72,618
21.76,618
21.8,618
21.84,618
21.88,618
21.92,617
21.96,617
22.0,617
22.04,617
22.08,617
22.12,617
22.16,617
22.2,616
22.24,617
22.28,617
22.32,617
22.36,617
22.4,616
22.44,616
22.48,616
22.52,617
22.56,619
22.6,621
22.64,624
22.68,627
22.72,630
22.76,631
22.8,630
22.84,628
22.88,626
22.92,625
22.96,623
23.0,621
23.04,618
23.08,616
23.12,616
23.16,615
23.2,616
23.24,615
23.28,614
23.32,614
23.36,615
23.4,613
23.44,613
23.48,614
23.52,616
23.56,617
23.6,618
23.64,620
23.68,621
23.72,621
23.76,621
23.8,621
23.84,621
23.88,619
23.92,618
23.96,617
24.0,615
24.04,615
24.08,613
24.12,613
24.16,614
24.2,615
24.24,614
24.28,613
24.32,613
24.36,613
24.4,613
24.44,613
24.48,615
24.52,618
24.56,619
24.6,621
24.64,621
24.68,621
24.72,621
24.76,619
24.8,618
24.84,619
24.88,618
24.92,619
24.96,619
25.0,621
25.04,620
25.08,620
25.12,618
25.16,619
25.2,618
25.24,618
25.28,617
25.32,617
25.36,616
25.4,616
25.44,616
25.48,616
25.52,616
25.56,615
25.6,615
25.64,615
25.68,616
25.72,615
25.76,615
25.8,615
25.84,615
25.88,616
25.92,616
25.96,617
26.0,617
26.04,617
26.08,617
26.12,616
26.16,616
26.2,617
