time,405_y
0.0,328
0.04,327
0.08,327
0.12,327
0.16,327
0.2,327
0.24,327
0.28,327
0.32,327
0.36,327
0.4,327
0.44,327
0.48,327
0.52,327
0.56,327
0.6,326
0.64,326
0.68,326
0.72,326
0.76,325
0.8,325
0.84,325
0.88,325
0.92,325
0.96,324
1.0,324
1.04,325
1.08,325
1.12,325
1.16,326
1.2,325
1.24,325
1.28,325
1.32,326
1.36,325
1.4,326
1.44,325
1.48,326
1.52,326
1.56,326
1.6,326
1.64,326
1.68,327
1.72,327
1.76,327
1.8,328
1.84,328
1.88,327
1.92,327
1.96,327
2.0,327
2.04,327
2.08,327
2.12,327
2.16,327
2.2,327
2.24,327
2.28,327
2.32,328
2.36,328
2.4,328
2.44,328
2.48,328
2.52,328
2.56,328
2.6,328
2.64,328
2.68,327
2.72,327
2.76,327
2.8,327
2.84,327
2.88,327
2.92,328
2.96,328
3.0,328
3.04,328
3.08,328
3.12,327
3.16,328
3.2,328
3.24,328
3.28,330
3.32,334
3.36,337
3.4,337
3.44,334
3.48,331
3.52,332
3.56,333
3.6,334
3.64,335
3.68,335
3.72,334
3.76,335
3.8,337
3.84,337
3.88,337
3.92,336
3.96,336
4.0,335
4.04,335
4.08,335
4.12,335
4.16,335
4.2,335
4.24,334
4.28,333
4.32,332
4.36,332
4.4,332
4.44,332
4.48,332
4.52,332
4.56,332
4.6,332
4.64,332
4.68,332
4.72,332
4.76,332
4.8,332
4.84,332
4.88,332
4.92,332
4.96,332
5.0,332
5.04,332
5.08,332
5.12,332
5.16,332
5.2,333
5.24,333
5.28,333
5.32,333
5.36,333
5.4,333
5.44,333
5.48,333
5.52,333
5.56,333
5.6,333
5.64,332
5.68,332
5.72,332
5.76,332
5.8,332
5.84,332
5.88,332
5.92,334
5.96,338
6.0,338
6.04,337
6.08,336
6.12,339
6.16,342
6.2,342
6.24,342
6.28,342
6.32,343
6.36,340
6.4,340
6.44,340
6.48,340
6.52,341
6.56,343
6.6,343
6.64,343
6.68,343
6.72,343
6.76,344
6.8,342
6.84,342
6.88,342
6.92,342
6.96,341
7.0,341
7.04,341
7.08,341
7.12,341
7.16,341
7.2,340
7.24,340
7.28,339
7.32,339
7.36,339
7.4,339
7.44,338
7.48,338
7.52,338
7.56,337
7.6,337
7.64,337
7.68,337
7.72,337
7.76,337
7.8,337
7.84,337
7.88,337
7.92,337
7.96,337
8.0,337
8.04,337
8.08,337
8.12,337
8.16,336
8.2,336
8.24,336
8.28,336
8.32,336
8.36,336
8.4,336
8.44,336
8.48,336
8.52,336
8.56,336
8.6,336
8.64,336
8.68,336
8.72,336
8.76,335
8.8,335
8.84,335
8.88,335
8.92,335
8.96,335
9.0,335
9.04,335
9.08,335
9.12,336
9.16,335
9.2,335
9.24,336
9.28,337
9.32,338
9.36,338
9.4,337
9.44,336
9.48,338
9.52,342
9.56,344
9.6,343
9.64,343
9.68,346
9.72,349
9.76,351
9.8,350
9.84,347
9.88,344
9.92,340
9.96,339
10.0,341
10.04,345
10.08,347
10.12,346
10.16,345
10.2,345
10.24,346
10.28,346
10.32,346
10.36,347
10.4,347
10.44,348
10.48,347
10.52,348
10.56,347
10.6,344
10.64,342
10.68,341
10.72,341
10.76,340
10.8,339
10.84,338
10.88,338
10.92,338
10.96,337
11.0,337
11.04,337
11.08,337
11.12,337
11.16,337
11.2,336
11.24,336
11.28,335
11.32,335
11.36,335
11.4,335
11.44,335
11.48,334
11.52,334
11.56,334
11.6,334
11.64,334
11.68,335
11.72,335
11.76,335
11.8,335
11.84,335
11.88,335
11.92,335
11.96,335
12.0,334
12.04,334
12.08,333
12.12,332
12.16,332
12.2,331
12.24,330
12.28,330
12.32,330
12.36,330
12.4,330
12.44,330
12.48,330
12.52,331
12.56,331
12.6,331
12.64,332
12.68,332
12.72,332
12.76,332
12.8,332
12.84,331
12.88,329
12.92,327
12.96,326
13.0,325
13.04,325
13.08,325
13.12,326
13.16,331
13.2,334
13.24,335
13.28,336
13.32,334
13.36,334
13.4,336
13.44,338
13.48,341
13.52,343
13.56,345
13.6,346
13.64,347
13.68,348
13.72,348
13.76,349
13.8,350
13.84,350
13.88,351
13.92,351
13.96,355
14.0,360
14.04,358
14.08,353
14.12,349
14.16,348
14.2,347
14.24,348
14.28,348
14.32,347
14.36,344
14.4,342
14.44,340
14.48,338
14.52,339
14.56,345
14.6,349
14.64,349
14.68,350
14.72,345
14.76,345
14.8,348
14.84,350
14.88,346
14.92,340
14.96,340
15.0,341
15.04,344
15.08,351
15.12,350
15.16,348
15.2,346
15.24,347
15.28,349
15.32,349
15.36,348
15.4,345
15.44,345
15.48,345
15.52,347
15.56,348
15.6,348
15.64,348
15.68,350
15.72,351
15.76,352
15.8,351
15.84,346
15.88,343
15.92,342
15.96,341
16.0,341
16.04,340
16.08,340
16.12,340
16.16,339
16.2,338
16.24,338
16.28,337
16.32,336
16.36,336
16.4,335
16.44,335
16.48,336
16.52,336
16.56,335
16.6,335
16.64,335
16.68,334
16.72,334
16.76,334
16.8,333
16.84,332
16.88,332
16.92,331
16.96,331
17.0,331
17.04,331
17.08,331
17.12,330
17.16,330
17.2,329
17.24,329
17.28,328
17.32,327
17.36,328
17.4,327
17.44,327
17.48,327
17.52,327
17.56,327
17.6,327
17.64,328
17.68,329
17.72,330
17.76,335
17.8,342
17.84,343
17.88,342
17.92,339
17.96,335
18.0,334
18.04,335
18.08,336
18.12,338
18.16,342
18.2,345
18.24,345
18.28,343
18.32,344
18.36,344
18.4,343
18.44,343
18.48,343
18.52,344
18.56,344
18.6,344
18.64,342
18.68,341
18.72,341
18.76,344
18.8,347
18.84,349
18.88,351
18.92,351
18.96,351
19.0,347
19.04,344
19.08,346
19.12,348
19.16,348
19.2,347
19.24,348
19.28,346
19.32,340
19.36,333
19.4,329
19.44,326
19.48,327
19.52,326
19.56,325
19.6,327
19.64,327
19.68,326
19.72,326
19.76,331
19.8,336
19.84,341
19.88,344
19.92,347
19.96,350
20.0,352
20.04,355
20.08,355
20.12,355
20.16,358
20.2,358
20.24,359
20.28,359
20.32,359
20.36,356
20.4,353
20.44,351
20.48,353
20.52,357
20.56,358
20.6,356
20.64,354
20.68,354
20.72,356
20.76,355
20.8,356
20.84,358
20.88,361
20.92,360
20.96,354
21.0,352
21.04,352
21.08,352
21.12,352
21.16,349
21.2,349
21.24,348
21.28,347
21.32,347
21.36,346
21.4,346
21.44,346
21.48,346
21.52,346
21.56,345
21.6,345
21.64,345
21.68,345
21.72,345
21.76,345
21.8,344
21.84,344
21.88,343
21.92,343
21.96,343
22.0,343
22.04,342
22.08,342
22.12,342
22.16,342
22.2,341
22.24,340
22.28,340
22.32,340
22.36,338
22.4,337
22.44,335
22.48,333
22.52,333
22.56,332
22.6,333
22.64,333
22.68,334
22.72,338
22.76,340
22.8,341
22.84,341
22.88,342
22.92,342
22.96,342
23.0,340
23.04,341
23.08,343
23.12,345
23.16,346
23.2,346
23.24,347
23.28,349
23.32,357
23.36,356
23.4,352
23.44,350
23.48,349
23.52,351
23.56,353
23.6,354
23.64,353
23.68,354
23.72,355
23.76,354
