iter	RMSE
293	9.199949933
294	9.168378209
295	9.15553376
296	9.115725974
297	9.074575316
298	9.057673824
299	9.009130451
300	8.976407067
301	8.963023173
302	8.908954644
303	8.859377365
304	8.815760799
305	8.80232743
306	8.788679767
307	8.762212319
308	8.733970603
309	8.680265724
310	8.652977516
311	8.640940905
312	8.594111348
313	8.534476876
314	8.519637776
315	8.492978416
316	8.456438502
317	8.430960425
318	8.418487373
319	8.389712356
320	8.38073422
321	8.368182993
322	8.334293776
323	8.324734028
324	8.312244703
325	8.279045206
326	8.238858479
327	8.228358731
328	8.201889817
329	8.150284074
330	8.138217229
331	8.125549641
332	8.091247969
333	8.063418838
334	8.035792321
335	8.023318862
336	7.986457509
337	7.955568961
338	7.937148101
339	7.89462111
340	7.86018714
341	7.819215589
342	7.779232419
343	7.773189601
344	7.73702298
345	7.712367239
346	7.699913213
347	7.688432211
348	7.64860928
349	7.620551521
350	7.610630715
351	7.588447517
352	7.579331893
353	7.556578805
354	7.516554638
355	7.505751481
356	7.461211419
357	7.452238438
358	7.440305607
359	7.418902242
360	7.383330866
361	7.363074782
362	7.333934794
363	7.314210538
364	7.292345073
365	7.271439294
366	7.250874387
367	7.241577394
368	7.223159737
369	7.211446309
370	7.199241878
371	7.175395102
372	7.142395905
373	7.110461723
374	7.100672087
375	7.082421157
376	7.062617366
377	7.037176503
378	7.017256121
379	7.00783179
380	6.974658604
381	6.966106443
382	6.955658043
383	6.938684973
384	6.926403403
385	6.917027971
386	6.895365029
387	6.878047502
388	6.860086001
389	6.853340879
390	6.832060475
391	6.817145796
392	6.792034144
393	6.785220708
394	6.777243718
395	6.748790281
396	6.733975077
397	6.705552789
398	6.688604089
399	6.673623375
400	6.652268662
401	6.613976077
402	6.581828253
403	6.572867276
404	6.56429545
405	6.556292926
406	6.551584195
407	6.54317852
408	6.535965134
409	6.514087527
410	6.483714109
411	6.466727965
412	6.447076166
413	6.425269481
414	6.405219049
415	6.380207854
416	6.355270022
417	6.332114468
418	6.308092463
419	6.303982507
420	6.295318618
421	6.278376702
422	6.272058709
423	6.264256795
424	6.260864292
425	6.245061036
426	6.237705526
427	6.229192301
428	6.225432397
429	6.192831437
430	6.176533637
431	6.163876255
432	6.134742486
433	6.128536706
434	6.119541843
435	6.110690183
436	6.087342339
437	6.063903641
438	6.032380089
439	6.005148363
440	5.989536498
441	5.973913756
442	5.965243766
443	5.934397186
444	5.914381878
445	5.903434604
446	5.880763471
447	5.875331152
448	5.854357838
449	5.846313458
450	5.818488532
451	5.812334201
452	5.789977936
453	5.765779685
454	5.753708696
455	5.737044904
456	5.72529752
457	5.719365717
458	5.705695707
459	5.68347408
460	5.676473983
461	5.661990004
462	5.646957534
463	5.642596141
464	5.62407441
465	5.607481278
466	5.586063564
467	5.564850701
468	5.560221139
469	5.555833609
470	5.540969617
471	5.533231283
472	5.51549596
473	5.496294741
474	5.477516678
475	5.449294692
476	5.429426696
477	5.41053425
478	5.393668282
479	5.378836853
480	5.372563162
481	5.35686437
482	5.341534553
483	5.324179188
484	5.318132011
485	5.302957515
486	5.295828918
487	5.291109361
488	5.28084173
489	5.248834795
490	5.245320015
491	5.237323884
492	5.231693451
493	5.227405752
494	5.222016735
495	5.205718853
496	5.191423797
497	5.178834318
498	5.174847623
499	5.157456211
500	5.136938471
501	5.133218868
502	5.124915573
503	5.107613796
504	5.100581236
505	5.096469713
506	5.073102423
507	5.052267523
508	5.045551406
509	5.034883349
510	5.030860872
511	5.024344782
512	5.019559644
513	5.010112986
514	5.003737398
515	4.988204089
516	4.982525213
517	4.97745897
518	4.957584643
519	4.940062529
520	4.920488399
521	4.908010793
522	4.889506174
523	4.879624857
524	4.875824171
525	4.873056146
526	4.860566336
527	4.855925734
528	4.835135888
529	4.82128479
530	4.817241662
531	4.805587536
532	4.779572966
533	4.766763584
534	4.746635671
535	4.733576552
536	4.720667164
537	4.717100052
538	4.700391381
539	4.688908849
540	4.678292562
541	4.655023688
542	4.636458628
543	4.615536651
544	4.604130659
545	4.587231335
546	4.570739991
547	4.546117572
548	4.526243087
549	4.515080739
550	4.497965031
551	4.492901603
552	4.478218785
553	4.468005909
554	4.46382247
555	4.458643671
556	4.447542221
557	4.443043501
558	4.428835269
559	4.412783127
560	4.39847566
561	4.383511827
562	4.368620843
563	4.362660742
564	4.352439193
565	4.341718251
566	4.337542405
567	4.331900573
568	4.316681499
569	4.312832857
570	4.304652644
571	4.299848481
572	4.290311563
573	4.277809229
574	4.262118057
575	4.24261425
576	4.229984455
577	4.222057132
578	4.215908475
579	4.208132366
580	4.203569538
581	4.193831885
582	4.184969453
583	4.178011994
584	4.164639436
585	4.150609545
586	4.140130584
587	4.129257607
588	4.116462331
589	4.109779639
590	4.09954227
591	4.082250026
592	4.069557929
593	4.059258704
594	4.054732551
595	4.044616748
596	4.040697397
597	4.032978533
598	4.028706264
599	4.018805894
600	4.014929939
601	3.994570294
602	3.978917044
603	3.975228534
604	3.973093383
605	3.965944938
606	3.95779845
607	3.951318742
608	3.946924007
609	3.931743425
610	3.923299467
611	3.911782522
612	3.905805554
613	3.89672005
614	3.889343874
615	3.876372509
616	3.871996184
617	3.857221305
618	3.839204223
619	3.835823288
620	3.823111856
621	3.820005263
622	3.809719051
623	3.798149728
624	3.79314546
625	3.777699202
626	3.764634665
627	3.750756399
628	3.747696387
629	3.744605812
630	3.730281971
631	3.720419633
632	3.70987182
633	3.695039054
634	3.693423175
635	3.689955047
636	3.680932749
637	3.66590457
638	3.657700314
639	3.654170705
640	3.637814341
641	3.63395469
642	3.624862725
643	3.612929927
644	3.595155379
645	3.586076664
646	3.574020192
647	3.554274212
648	3.545504368
649	3.535813124
650	3.531957307
651	3.529602483
652	3.514194251
653	3.506922272
654	3.494703593
655	3.488964101
656	3.475434619
657	3.469199515
658	3.465400438
659	3.462057206
660	3.450291721
661	3.438631991
662	3.425585652
663	3.419017442
664	3.41478051
665	3.409044129
666	3.39196448
667	3.380918532
668	3.368573999
669	3.362804249
670	3.351080285
671	3.33840616
672	3.327755629
673	3.320785887
674	3.306115439
675	3.293853308
676	3.286775373
677	3.282371859
678	3.26916091
679	3.257519853
680	3.249983058
681	3.238718976
682	3.231498511
683	3.226652003
684	3.216221091
685	3.209546466
686	3.196190133
687	3.18944484
688	3.180378914
689	3.176147669
690	3.163459341
691	3.160577275
692	3.15682827
693	3.153012447
694	3.148243566
695	3.138028386
696	3.125515441
697	3.114695652
698	3.107218253
699	3.095171933
700	3.090146268
701	3.084535075
702	3.07758741
703	3.068901658
704	3.055420492
705	3.046117265
706	3.033356307
707	3.026305808
708	3.019455705
709	3.013940816
710	3.006367733
711	3.002156802
712	2.99839836
713	2.991099721
714	2.988471092
715	2.980471872
716	2.975947668
717	2.97032044
718	2.962452593
719	2.952589868
720	2.948087163
721	2.944798885
722	2.935163102
723	2.932102439
724	2.929996441
725	2.924654551
726	2.909556883
727	2.907170183
728	2.903974168
729	2.901920053
730	2.898992184
731	2.892831154
732	2.882277129
733	2.869880125
734	2.859389744
735	2.851559905
736	2.842045193
737	2.830718094
738	2.827212395
739	2.816279615
740	2.804724198
741	2.794109133
742	2.786089413
743	2.776214953
744	2.77193422
745	2.769996894
746	2.763553783
747	2.761560843
748	2.754481122
749	2.748357273
750	2.74153607
751	2.734948138
752	2.730789528
753	2.728126242
754	2.722698378
755	2.7154325
756	2.710833726
757	2.701089034
758	2.691115744
759	2.682714191
760	2.672961604
761	2.664035059
762	2.660310871
763	2.650406879
764	2.642062978
765	2.631367022
766	2.622307365
767	2.616811677
768	2.604372508
769	2.597955285
770	2.587640955
771	2.584596169
772	2.58175693
773	2.574611903
774	2.568472096
775	2.56041506
776	2.553823778
777	2.551230594
778	2.539719391
779	2.537080175
780	2.529929019
781	2.522143786
782	2.519100394
783	2.514810257
784	2.508826979
785	2.50465427
786	2.501906087
787	2.489942806
788	2.4859128
789	2.480254614
790	2.472654201
791	2.462853422
792	2.456531535
793	2.448138851
794	2.446235146
795	2.440585624
796	2.436605716
797	2.430175636
798	2.428301287
799	2.419810717
800	2.412207138
801	2.402222558
802	2.399254148
803	2.396821951
804	2.388304885
805	2.38143744
806	2.379472142
807	2.374398639
808	2.3713457
809	2.362403481
810	2.354700623
811	2.350604506
812	2.349153242
813	2.341169823
814	2.339673776
815	2.335124495
816	2.32999967
817	2.325083755
818	2.31981911
819	2.314227253
820	2.30650569
821	2.304437886
822	2.300436767
823	2.294037422
824	2.292490313
825	2.291205916
826	2.289322487
827	2.28466536
828	2.279676224
829	2.275399594
830	2.269259321
831	2.266990784
832	2.265345165
833	2.262797752
834	2.260999739
835	2.253368395
836	2.244888069
837	2.2406427
838	2.237155536
839	2.231857442
840	2.223460763
841	2.214561545
842	2.212400827
843	2.210598521
844	2.202982059
845	2.195807226
846	2.194684198
847	2.18506138
848	2.182297182
849	2.174335836
850	2.170406834
851	2.167893991
852	2.160460336
853	2.153358203
854	2.146266517
855	2.139437625
856	2.135067012
857	2.132933202
858	2.12497845
859	2.123742409
860	2.118802587
861	2.110201387
862	2.106131308
863	2.103994684
864	2.091255679
865	2.088668515
866	2.0871683
867	2.083096614
868	2.081294449
869	2.072068344
870	2.068777006
871	2.060304502
872	2.059300936
873	2.052052434
874	2.050443287
875	2.047383863
876	2.043125255
877	2.038803457
878	2.036378954
879	2.03298004
880	2.021866857
881	2.018686295
882	2.017398633
883	2.010381984
884	2.005202695
885	2.000875594
886	1.99833667
887	1.995677936
888	1.990118331
889	1.982979374
890	1.974965883
891	1.97371116
892	1.969613563
893	1.964051004
894	1.958542391
895	1.952056413
896	1.950590459
897	1.943725835
898	1.938025527
899	1.936587417
900	1.933853786
901	1.932683752
902	1.931113116
903	1.923549454
904	1.921745499
905	1.918375876
906	1.914222974
907	1.908952447
908	1.907711086
909	1.905839641
910	1.901260719
911	1.899174679
912	1.895710711
913	1.893495601
914	1.891927032
915	1.890467432
916	1.884552126
917	1.883124337
918	1.87619515
919	1.874789703
920	1.868862367
921	1.86618552
922	1.858226248
923	1.850610174
924	1.849976442
925	1.848005864
926	1.84019546
927	1.834929163
928	1.833501246
929	1.832481215
930	1.827831161
931	1.823711323
932	1.822702242
933	1.81943358
934	1.81576248
935	1.808118392
936	1.806003555
937	1.79917797
938	1.797970853
939	1.795288871
940	1.790620806
941	1.783569232
942	1.780008219
943	1.77332263
944	1.771425045
945	1.763288218
946	1.760100359
947	1.756978853
948	1.752914934
949	1.747136989
950	1.741515464
951	1.737184545
952	1.729531821
953	1.725813321
954	1.723656357
955	1.718242239
956	1.715060413
957	1.712288178
958	1.706732862
959	1.70406044
960	1.696860485
961	1.689939741
962	1.68811962
963	1.685103314
964	1.681965802
965	1.676643238
966	1.672867364
967	1.670955033
968	1.666511594
969	1.662558532
970	1.658083542
971	1.652322356
972	1.647387759
973	1.642294645
974	1.638233823
975	1.633243392
976	1.63246529
977	1.627706758
978	1.620052311
979	1.615410885
980	1.609574832
981	1.6029209
982	1.599867369
983	1.595310003
984	1.594122844
985	1.592912112
986	1.588920623
987	1.58750347
988	1.581733874
989	1.577478092
990	1.574521566
991	1.570017231
992	1.563735208
993	1.55795527
994	1.555197095
995	1.551173445
996	1.545358831
997	1.543965934
998	1.539165038
999	1.534751462
